application_id,period,age,income_sgd,loan_amount_sgd,loan_tenure_months,credit_history_months,num_existing_loans,employment_status,gender,ethnicity,postal_district,debt_to_income,model_score,approved,actual_default
TRN-00731,2022-2023 (Training),58,93595,112026,24,194,4,Salaried,M,Chinese,19,0.5985,0.5318,1,0
TRN-00732,2022-2023 (Training),58,35156,32597,36,92,0,Salaried,M,Malay,15,0.3091,0.8672,1,0
TRN-00733,2022-2023 (Training),31,127962,79289,48,7,4,Self-Employed,M,Indian,15,0.1549,0.5508,1,0
TRN-00734,2022-2023 (Training),31,100771,90687,48,156,1,Salaried,F,Chinese,24,0.225,0.8491,1,0
TRN-00735,2022-2023 (Training),40,58091,123968,48,137,2,Salaried,F,Chinese,1,0.5335,0.7067,1,0
TRN-00736,2022-2023 (Training),38,60104,45274,12,196,1,Salaried,F,Chinese,18,0.7533,0.737,1,1
TRN-00737,2022-2023 (Training),42,58058,53634,48,74,0,Salaried,F,Chinese,21,0.231,0.9825,1,0
TRN-00738,2022-2023 (Training),35,53950,35041,48,195,2,Self-Employed,M,Other,7,0.1624,0.8876,1,0
TRN-00739,2022-2023 (Training),30,39350,143320,60,176,3,Salaried,M,Chinese,10,0.7284,0.704,1,0
TRN-00740,2022-2023 (Training),67,42187,90365,84,185,0,Salaried,M,Chinese,9,0.306,0.99,1,0
TRN-00741,2022-2023 (Training),22,25797,138275,12,162,2,Contract,M,Malay,19,5.3601,0.7464,1,0
TRN-00742,2022-2023 (Training),66,13016,56986,48,177,4,Salaried,F,Chinese,11,1.0945,0.7032,1,0
TRN-00743,2022-2023 (Training),34,95076,30370,84,39,2,Salaried,F,Chinese,4,0.0456,0.99,1,0
TRN-00744,2022-2023 (Training),25,53871,40247,48,139,4,Contract,M,Chinese,26,0.1868,0.7854,1,0
TRN-00745,2022-2023 (Training),22,49203,129403,24,84,4,Salaried,M,Chinese,1,1.315,0.7098,1,0
TRN-00746,2022-2023 (Training),61,62259,124544,24,15,2,Self-Employed,F,Chinese,12,1.0002,0.5826,1,0
TRN-00747,2022-2023 (Training),53,29820,136506,84,77,1,Salaried,F,Chinese,1,0.654,0.7888,1,0
TRN-00748,2022-2023 (Training),55,26886,67982,12,212,1,Self-Employed,F,Chinese,17,2.5285,0.6938,1,1
TRN-00749,2022-2023 (Training),49,41348,70180,60,47,4,Contract,M,Chinese,20,0.3395,0.8693,1,0
TRN-00750,2022-2023 (Training),52,111397,113534,12,90,0,Salaried,M,Chinese,9,1.0192,0.742,1,1
TRN-00751,2022-2023 (Training),29,24312,29644,12,227,2,Salaried,M,Chinese,8,1.2193,0.6818,1,0
TRN-00752,2022-2023 (Training),60,10135,43493,24,128,0,Salaried,F,Chinese,4,2.1457,0.7927,1,0
TRN-00753,2022-2023 (Training),47,35852,88824,24,192,1,Salaried,M,Chinese,8,1.2388,0.8192,1,0
TRN-00754,2022-2023 (Training),55,97306,140031,60,21,0,Self-Employed,M,Malay,23,0.2878,0.783,1,0
TRN-00755,2022-2023 (Training),24,17334,52289,48,142,3,Salaried,F,Chinese,22,0.7541,0.6228,1,0
TRN-00756,2022-2023 (Training),33,24144,147215,60,211,3,Salaried,M,Chinese,10,1.2195,0.657,1,0
TRN-00757,2022-2023 (Training),22,57418,40481,48,194,1,Self-Employed,F,Chinese,18,0.1763,0.917,1,0
TRN-00758,2022-2023 (Training),65,229106,82097,84,13,0,Salaried,M,Chinese,15,0.0512,0.8321,1,0
TRN-00759,2022-2023 (Training),26,21700,27578,84,72,2,Contract,M,Other,19,0.1816,0.7499,1,0
TRN-00760,2022-2023 (Training),51,21201,148859,36,18,1,Salaried,F,Chinese,20,2.3404,0.9095,1,0
TRN-00761,2022-2023 (Training),51,60067,77048,24,39,3,Salaried,M,Indian,23,0.6414,0.6975,1,1
TRN-00762,2022-2023 (Training),38,100992,146668,36,97,1,Salaried,M,Chinese,24,0.4841,0.6422,1,0
TRN-00763,2022-2023 (Training),44,33709,100737,36,3,0,Contract,M,Chinese,11,0.9961,0.4869,1,0
TRN-00764,2022-2023 (Training),36,18530,23687,24,32,0,Salaried,F,Chinese,24,0.6392,0.7859,1,0
TRN-00765,2022-2023 (Training),58,63592,127540,36,42,0,Salaried,F,Chinese,4,0.6685,0.7868,1,1
TRN-00766,2022-2023 (Training),42,70891,35183,12,164,4,Salaried,F,Chinese,9,0.4963,0.7566,1,0
TRN-00767,2022-2023 (Training),35,142513,25758,48,193,0,Self-Employed,F,Chinese,8,0.0452,0.7211,1,0
TRN-00768,2022-2023 (Training),23,72705,137154,60,26,3,Salaried,F,Chinese,16,0.3773,0.595,1,0
TRN-00769,2022-2023 (Training),32,80566,101368,24,172,3,Self-Employed,M,Malay,27,0.6291,0.6331,1,0
TRN-00770,2022-2023 (Training),60,41886,50891,12,80,4,Salaried,F,Malay,13,1.215,0.6263,1,0
TRN-00771,2022-2023 (Training),59,212118,51901,84,112,3,Salaried,M,Chinese,5,0.035,0.8468,1,1
TRN-00772,2022-2023 (Training),55,38604,108912,60,177,3,Salaried,F,Chinese,13,0.5643,0.6392,1,0
TRN-00773,2022-2023 (Training),59,33956,76062,60,116,1,Salaried,F,Chinese,19,0.448,0.8919,1,1
TRN-00774,2022-2023 (Training),55,145176,77008,60,123,0,Contract,F,Chinese,2,0.1061,0.9238,1,0
TRN-00775,2022-2023 (Training),39,20240,138847,36,94,1,Salaried,M,Chinese,12,2.2867,0.9508,1,0
TRN-00776,2022-2023 (Training),51,16180,22974,36,62,1,Self-Employed,F,Chinese,9,0.4733,0.7111,1,0
TRN-00777,2022-2023 (Training),36,52666,85591,36,232,3,Salaried,M,Other,1,0.5417,0.7151,1,0
TRN-00778,2022-2023 (Training),48,48969,23615,36,133,2,Contract,M,Malay,23,0.1607,0.9044,1,0
TRN-00779,2022-2023 (Training),55,42756,27838,12,123,0,Salaried,F,Malay,27,0.6511,0.6341,1,0
TRN-00780,2022-2023 (Training),59,88996,45728,36,115,2,Contract,M,Indian,14,0.1713,0.7074,1,0
TRN-00781,2022-2023 (Training),54,28426,121249,24,94,3,Salaried,M,Chinese,7,2.1327,0.7669,1,1
TRN-00782,2022-2023 (Training),45,50944,83000,60,66,4,Self-Employed,F,Chinese,17,0.3258,0.7135,1,1
TRN-00783,2022-2023 (Training),36,39495,57798,12,231,1,Salaried,F,Malay,23,1.4634,0.74,1,0
TRN-00784,2022-2023 (Training),51,28717,149608,84,194,3,Salaried,F,Chinese,14,0.7442,0.5797,1,1
TRN-00785,2022-2023 (Training),63,47235,141772,36,96,3,Salaried,F,Chinese,17,1.0005,0.6685,1,1
TRN-00786,2022-2023 (Training),38,81761,15248,84,115,2,Contract,M,Chinese,2,0.0266,0.8011,1,0
TRN-00787,2022-2023 (Training),26,174964,50291,60,186,4,Salaried,M,Chinese,9,0.0575,0.914,1,0
TRN-00788,2022-2023 (Training),50,69400,87629,12,12,1,Self-Employed,M,Malay,15,1.2627,0.6706,1,0
TRN-00789,2022-2023 (Training),25,10867,130612,60,148,4,Salaried,M,Indian,24,2.4038,0.5796,1,0
TRN-00790,2022-2023 (Training),31,47911,22177,84,63,4,Unemployed,F,Chinese,16,0.0661,0.4783,1,1
TRN-00791,2022-2023 (Training),38,50507,48815,12,164,4,Self-Employed,M,Chinese,9,0.9665,0.6787,1,0
TRN-00792,2022-2023 (Training),31,85967,43533,48,207,0,Salaried,M,Chinese,25,0.1266,0.8539,1,0
TRN-00793,2022-2023 (Training),38,54769,5026,12,84,4,Salaried,F,Chinese,4,0.0918,0.912,1,1
TRN-00794,2022-2023 (Training),41,103969,109997,36,175,3,Salaried,M,Chinese,15,0.3527,0.6662,1,0
TRN-00795,2022-2023 (Training),45,62006,65611,84,55,0,Salaried,M,Other,21,0.1512,0.9368,1,0
TRN-00796,2022-2023 (Training),26,124901,92242,60,171,0,Salaried,F,Chinese,10,0.1477,0.8947,1,0
TRN-00797,2022-2023 (Training),55,37675,109913,60,140,4,Contract,M,Other,7,0.5835,0.6413,1,0
TRN-00798,2022-2023 (Training),27,53455,47082,60,131,3,Contract,F,Chinese,6,0.1762,0.675,1,0
TRN-00799,2022-2023 (Training),23,80497,108613,24,222,1,Salaried,F,Chinese,15,0.6746,0.6109,1,0
TRN-00800,2022-2023 (Training),34,34776,103315,24,200,4,Salaried,F,Chinese,25,1.4854,0.7095,1,1
TRN-00801,2022-2023 (Training),64,30515,94690,36,111,0,Salaried,M,Chinese,2,1.0344,0.763,1,0
TRN-00802,2022-2023 (Training),64,33603,100220,48,32,1,Salaried,M,Chinese,24,0.7456,0.7174,1,1
TRN-00803,2022-2023 (Training),32,31271,20389,24,164,1,Salaried,F,Indian,15,0.326,0.82,1,0
TRN-00804,2022-2023 (Training),44,67073,96860,12,52,0,Self-Employed,M,Chinese,18,1.4441,0.7671,1,0
TRN-00805,2022-2023 (Training),37,16303,26797,84,100,1,Contract,M,Chinese,14,0.2348,0.9092,1,0
TRN-00806,2022-2023 (Training),52,19272,116975,36,151,3,Salaried,M,Chinese,18,2.0232,0.7697,1,0
TRN-00807,2022-2023 (Training),32,149888,102169,48,88,3,Salaried,F,Chinese,3,0.1704,0.969,1,1
TRN-00808,2022-2023 (Training),37,31727,71332,12,178,4,Salaried,F,Chinese,20,2.2483,0.6021,1,0
TRN-00809,2022-2023 (Training),29,55271,143260,60,168,4,Contract,F,Other,22,0.5184,0.6521,1,1
TRN-00810,2022-2023 (Training),25,20060,28696,24,28,1,Salaried,F,Chinese,14,0.7153,0.6288,1,1
TRN-00811,2022-2023 (Training),61,51868,7024,12,186,0,Salaried,M,Chinese,6,0.1354,0.8778,1,0
TRN-00812,2022-2023 (Training),25,31843,142656,48,167,3,Contract,F,Chinese,14,1.12,0.6052,1,0
TRN-00813,2022-2023 (Training),46,19190,95998,36,50,2,Salaried,M,Chinese,2,1.6675,0.7056,1,0
TRN-00814,2022-2023 (Training),24,109332,10285,12,49,4,Salaried,F,Chinese,22,0.0941,0.8368,1,0
TRN-00815,2022-2023 (Training),53,99661,12370,36,110,3,Salaried,F,Malay,16,0.0414,0.99,1,0
TRN-00816,2022-2023 (Training),24,45962,22903,60,35,1,Self-Employed,F,Chinese,24,0.0997,0.8109,1,0
TRN-00817,2022-2023 (Training),48,89290,102904,48,206,3,Salaried,F,Chinese,16,0.2881,0.9384,1,0
TRN-00818,2022-2023 (Training),50,153579,27995,48,108,3,Unemployed,F,Chinese,21,0.0456,0.5483,1,0
TRN-00819,2022-2023 (Training),53,77068,110160,24,59,1,Contract,F,Chinese,17,0.7147,0.566,1,1
TRN-00820,2022-2023 (Training),40,65369,93377,84,145,4,Self-Employed,F,Chinese,16,0.2041,0.6895,1,1
TRN-00821,2022-2023 (Training),42,55235,149638,48,19,4,Salaried,F,Chinese,16,0.6773,0.6672,1,0
TRN-00822,2022-2023 (Training),26,72380,42822,12,132,2,Self-Employed,F,Chinese,8,0.5916,0.6366,1,1
TRN-00823,2022-2023 (Training),39,39405,112412,12,145,2,Salaried,F,Chinese,6,2.8527,0.7884,1,1
TRN-00824,2022-2023 (Training),49,41523,56222,12,123,4,Salaried,F,Chinese,18,1.354,0.7789,1,0
TRN-00825,2022-2023 (Training),63,64249,99088,60,167,4,Salaried,M,Chinese,23,0.3084,0.8879,1,0
TRN-00826,2022-2023 (Training),43,36889,95450,48,0,4,Self-Employed,M,Chinese,14,0.6469,0.5948,1,0
TRN-00827,2022-2023 (Training),42,39360,114366,48,18,4,Self-Employed,M,Chinese,16,0.7264,0.5578,1,1
TRN-00828,2022-2023 (Training),27,49026,115078,12,86,3,Contract,M,Chinese,8,2.3473,0.6749,1,0
TRN-00829,2022-2023 (Training),22,97769,68853,24,153,2,Self-Employed,M,Chinese,18,0.3521,0.68,1,0
TRN-00830,2022-2023 (Training),26,24844,128794,24,28,1,Self-Employed,F,Chinese,14,2.5921,0.7121,1,1
TRN-00831,2022-2023 (Training),62,77304,57442,48,58,0,Contract,M,Chinese,17,0.1858,0.7914,1,0
TRN-00832,2022-2023 (Training),33,78832,14675,48,62,1,Contract,F,Chinese,22,0.0465,0.9773,1,0
TRN-00833,2022-2023 (Training),47,78549,94590,36,97,0,Salaried,M,Chinese,22,0.4014,0.697,1,0
TRN-00834,2022-2023 (Training),67,30210,113570,48,210,3,Salaried,F,Other,8,0.9398,0.6729,1,0
TRN-00835,2022-2023 (Training),55,17754,36661,12,189,2,Salaried,M,Chinese,16,2.0649,0.8197,1,0
TRN-00836,2022-2023 (Training),35,68584,69289,84,47,0,Salaried,F,Chinese,23,0.1443,0.7644,1,0
TRN-00837,2022-2023 (Training),47,54859,22184,60,61,4,Self-Employed,F,Chinese,24,0.0809,0.6853,1,1
TRN-00838,2022-2023 (Training),66,89556,52963,48,17,3,Unemployed,F,Malay,10,0.1478,0.5469,1,1
TRN-00839,2022-2023 (Training),48,32198,10267,48,193,0,Contract,M,Chinese,10,0.0797,0.7041,1,0
TRN-00840,2022-2023 (Training),30,77348,67814,12,26,4,Salaried,M,Chinese,21,0.8767,0.6262,1,0
TRN-00841,2022-2023 (Training),47,92285,41025,36,5,3,Salaried,M,Chinese,18,0.1482,0.767,1,0
TRN-00842,2022-2023 (Training),43,46296,126246,84,230,0,Salaried,M,Indian,21,0.3896,0.6942,1,0
TRN-00843,2022-2023 (Training),51,62953,82605,48,197,4,Salaried,M,Chinese,18,0.328,0.99,1,0
TRN-00844,2022-2023 (Training),64,61647,137053,24,186,2,Salaried,M,Chinese,9,1.1116,0.818,1,0
TRN-00845,2022-2023 (Training),38,29945,48436,24,5,3,Contract,F,Chinese,21,0.8087,0.5661,1,0
TRN-00846,2022-2023 (Training),47,67417,82192,24,30,0,Salaried,F,Chinese,1,0.6096,0.7712,1,0
TRN-00847,2022-2023 (Training),57,129767,125591,60,104,4,Salaried,F,Indian,25,0.1936,0.9213,1,0
TRN-00848,2022-2023 (Training),22,49678,89511,60,231,2,Salaried,M,Chinese,16,0.3604,0.7446,1,0
TRN-00849,2022-2023 (Training),29,20403,14665,84,93,4,Salaried,M,Chinese,10,0.1027,0.7607,1,0
TRN-00850,2022-2023 (Training),56,32456,96277,48,55,2,Contract,F,Chinese,15,0.7416,0.7273,1,0
TRN-00851,2022-2023 (Training),36,16853,57474,48,181,0,Self-Employed,M,Chinese,5,0.8526,0.5827,1,0
TRN-00852,2022-2023 (Training),43,106314,80911,48,212,4,Salaried,F,Chinese,27,0.1903,0.8943,1,1
TRN-00853,2022-2023 (Training),35,77533,97643,60,168,4,Contract,F,Chinese,17,0.2519,0.8036,1,0
TRN-00854,2022-2023 (Training),47,36285,35484,84,235,1,Salaried,F,Chinese,9,0.1397,0.8595,1,0
TRN-00855,2022-2023 (Training),49,20934,106165,48,17,3,Self-Employed,F,Chinese,25,1.2679,0.7747,1,1
TRN-00856,2022-2023 (Training),44,29733,30835,12,86,4,Salaried,F,Chinese,26,1.0371,0.812,1,0
TRN-00857,2022-2023 (Training),35,33424,101453,36,229,2,Self-Employed,F,Malay,26,1.0118,0.6356,1,0
TRN-00858,2022-2023 (Training),45,52346,58790,24,22,3,Salaried,F,Chinese,25,0.5616,0.7506,1,1
TRN-00859,2022-2023 (Training),23,51300,14643,24,219,0,Self-Employed,F,Chinese,6,0.1427,0.8167,1,1
TRN-00860,2022-2023 (Training),66,109629,80846,12,163,3,Self-Employed,M,Malay,26,0.7375,0.5667,1,0
TRN-00861,2022-2023 (Training),47,32349,18200,48,24,1,Salaried,F,Chinese,26,0.1407,0.9557,1,0
TRN-00862,2022-2023 (Training),35,19832,57275,84,6,0,Contract,M,Chinese,2,0.4126,0.5643,1,0
TRN-00863,2022-2023 (Training),28,24484,94001,84,209,4,Salaried,F,Indian,13,0.5485,0.5777,1,1
TRN-00864,2022-2023 (Training),24,48348,47448,60,147,0,Contract,M,Chinese,23,0.1963,0.7891,1,0
TRN-00865,2022-2023 (Training),44,31659,96685,48,132,0,Salaried,M,Malay,18,0.7635,0.7196,1,0
TRN-00866,2022-2023 (Training),67,41142,15619,84,17,1,Self-Employed,M,Chinese,20,0.0542,0.6552,1,0
TRN-00867,2022-2023 (Training),64,37331,110454,48,105,2,Self-Employed,M,Other,4,0.7397,0.7668,1,0
TRN-00868,2022-2023 (Training),66,88800,6766,24,231,0,Salaried,M,Chinese,10,0.0381,0.8679,1,0
TRN-00869,2022-2023 (Training),39,34469,8549,24,32,2,Salaried,M,Other,23,0.124,0.8598,1,0
TRN-00870,2022-2023 (Training),59,39088,112938,60,78,3,Salaried,F,Indian,22,0.5779,0.8901,1,1
TRN-00871,2022-2023 (Training),56,75385,132673,24,34,1,Contract,F,Chinese,11,0.88,0.622,1,0
TRN-00872,2022-2023 (Training),36,34926,53328,48,238,4,Contract,F,Chinese,13,0.3817,0.6224,1,1
TRN-00873,2022-2023 (Training),46,63191,30301,12,109,0,Salaried,F,Malay,26,0.4795,0.6329,1,0
TRN-00874,2022-2023 (Training),58,59807,49763,60,64,2,Salaried,F,Chinese,23,0.1664,0.8588,1,0
TRN-00875,2022-2023 (Training),49,53372,49787,12,62,0,Self-Employed,F,Chinese,22,0.9328,0.6183,1,0
TRN-00876,2022-2023 (Training),31,24818,125675,48,212,1,Salaried,F,Indian,17,1.266,0.8296,1,1
TRN-00877,2022-2023 (Training),60,102525,12425,60,71,4,Contract,F,Chinese,11,0.0242,0.7333,1,0
TRN-00878,2022-2023 (Training),38,185797,17857,12,198,3,Salaried,F,Indian,4,0.0961,0.908,1,0
TRN-00879,2022-2023 (Training),60,49281,97999,60,40,3,Salaried,M,Chinese,14,0.3977,0.926,1,1
TRN-00880,2022-2023 (Training),43,26165,46457,48,177,2,Self-Employed,M,Malay,3,0.4439,0.8,1,0
TRN-00881,2022-2023 (Training),47,49884,136776,84,127,3,Salaried,F,Chinese,23,0.3917,0.4818,1,0
TRN-00882,2022-2023 (Training),65,88779,10452,60,107,2,Self-Employed,M,Chinese,23,0.0235,0.8495,1,1
TRN-00883,2022-2023 (Training),46,33890,116153,84,231,4,Salaried,M,Indian,12,0.4896,0.8357,1,1
TRN-00884,2022-2023 (Training),38,45372,43862,48,103,0,Salaried,M,Chinese,27,0.2417,0.8237,1,0
TRN-00885,2022-2023 (Training),34,60137,23300,60,157,1,Self-Employed,F,Chinese,4,0.0775,0.7832,1,0
TRN-00886,2022-2023 (Training),41,100894,145638,60,37,4,Salaried,F,Malay,16,0.2887,0.835,1,0
TRN-00887,2022-2023 (Training),46,78061,143573,84,34,4,Salaried,M,Chinese,7,0.2627,0.9364,1,0
TRN-00888,2022-2023 (Training),25,80027,6845,24,193,3,Contract,M,Chinese,20,0.0428,0.7419,1,0
TRN-00889,2022-2023 (Training),31,37958,124342,84,173,3,Contract,M,Chinese,25,0.468,0.7829,1,1
TRN-00890,2022-2023 (Training),24,62389,44181,84,135,1,Contract,F,Chinese,19,0.1012,0.9283,1,0
TRN-00891,2022-2023 (Training),62,31787,39404,84,101,0,Unemployed,M,Chinese,26,0.1771,0.4645,1,1
TRN-00892,2022-2023 (Training),66,81415,27564,48,67,4,Salaried,M,Chinese,18,0.0846,0.7355,1,0
TRN-00893,2022-2023 (Training),39,97805,102898,36,36,3,Salaried,M,Indian,21,0.3507,0.7068,1,0
TRN-00894,2022-2023 (Training),57,68324,23227,84,84,4,Salaried,M,Chinese,9,0.0486,0.8428,1,0
TRN-00895,2022-2023 (Training),43,39322,100259,60,140,0,Contract,M,Chinese,11,0.5099,0.694,1,0
TRN-00896,2022-2023 (Training),55,43380,129451,12,200,2,Self-Employed,F,Chinese,19,2.9841,0.6144,1,0
TRN-00897,2022-2023 (Training),29,144916,22215,24,172,0,Self-Employed,M,Chinese,17,0.0766,0.705,1,0
TRN-00898,2022-2023 (Training),61,39718,135577,84,28,4,Contract,F,Chinese,25,0.4876,0.6522,1,0
TRN-00899,2022-2023 (Training),65,92041,76074,84,40,4,Salaried,M,Indian,21,0.1181,0.8977,1,0
TRN-00900,2022-2023 (Training),40,60074,113621,24,55,1,Salaried,M,Other,18,0.9457,0.8233,1,0
TRN-00901,2022-2023 (Training),63,40115,148526,84,215,4,Salaried,M,Chinese,6,0.5289,0.8063,1,1
TRN-00902,2022-2023 (Training),62,21877,111759,60,15,3,Salaried,F,Chinese,3,1.0217,0.7133,1,0
TRN-00903,2022-2023 (Training),58,55656,133471,36,139,1,Salaried,F,Chinese,14,0.7994,0.7886,1,0
TRN-00904,2022-2023 (Training),27,51774,26711,84,65,4,Salaried,F,Other,9,0.0737,0.7058,1,0
TRN-00905,2022-2023 (Training),47,144917,53398,24,189,0,Self-Employed,M,Chinese,3,0.1842,0.8674,1,0
TRN-00906,2022-2023 (Training),55,29257,6286,84,146,4,Salaried,M,Malay,2,0.0307,0.9671,1,0
TRN-00907,2022-2023 (Training),66,194242,113304,48,157,0,Self-Employed,M,Indian,19,0.1458,0.8624,1,0
TRN-00908,2022-2023 (Training),27,61530,109959,60,143,0,Salaried,M,Indian,6,0.3574,0.7362,1,0
TRN-00909,2022-2023 (Training),58,61494,64967,60,215,4,Unemployed,M,Chinese,3,0.2113,0.4634,1,0
TRN-00910,2022-2023 (Training),54,34343,102803,36,140,0,Self-Employed,M,Chinese,25,0.9978,0.5835,1,0
TRN-00911,2022-2023 (Training),43,59208,134745,48,68,2,Contract,M,Chinese,25,0.5689,0.6845,1,0
TRN-00912,2022-2023 (Training),42,65109,59583,48,22,1,Salaried,F,Chinese,9,0.2288,0.9467,1,0
TRN-00913,2022-2023 (Training),27,86025,129077,36,189,4,Salaried,F,Chinese,18,0.5002,0.5244,1,0
TRN-00914,2022-2023 (Training),27,27255,116359,12,229,2,Salaried,M,Chinese,7,4.2693,0.6342,1,1
TRN-00915,2022-2023 (Training),25,114013,32086,84,158,0,Salaried,M,Chinese,2,0.0402,0.9651,1,0
TRN-00916,2022-2023 (Training),51,60891,109132,48,52,0,Salaried,F,Chinese,1,0.4481,0.8982,1,0
TRN-00917,2022-2023 (Training),32,70610,64263,12,119,1,Salaried,M,Chinese,5,0.9101,0.726,1,0
TRN-00918,2022-2023 (Training),51,42934,125155,12,144,2,Salaried,F,Chinese,27,2.9151,0.8124,1,1
TRN-00919,2022-2023 (Training),52,28088,65664,60,127,2,Contract,F,Chinese,27,0.4676,0.6907,1,0
TRN-00920,2022-2023 (Training),45,51207,125474,84,48,4,Salaried,F,Chinese,24,0.35,0.7199,1,0
TRN-00921,2022-2023 (Training),30,54851,81968,60,176,0,Unemployed,M,Malay,3,0.2989,0.4823,1,1
TRN-00922,2022-2023 (Training),24,21348,139563,24,194,3,Salaried,F,Chinese,7,3.2688,0.7345,1,0
TRN-00923,2022-2023 (Training),52,78902,139464,60,153,4,Salaried,F,Malay,6,0.3535,0.6506,1,0
TRN-00924,2022-2023 (Training),61,89135,72804,48,12,4,Salaried,M,Chinese,27,0.2042,0.8795,1,0
TRN-00925,2022-2023 (Training),58,31640,43400,48,107,4,Contract,F,Malay,1,0.3429,0.8602,1,0
TRN-00926,2022-2023 (Training),57,26541,33088,84,165,1,Self-Employed,M,Indian,23,0.1781,0.8602,1,0
TRN-00927,2022-2023 (Training),45,40872,92893,12,149,1,Self-Employed,F,Chinese,19,2.2728,0.5955,1,0
TRN-00928,2022-2023 (Training),52,49728,10969,48,84,4,Salaried,M,Chinese,20,0.0551,0.8816,1,0
TRN-00929,2022-2023 (Training),27,41835,13981,60,156,3,Salaried,M,Chinese,14,0.0668,0.794,1,0
TRN-00930,2022-2023 (Training),23,47261,59091,60,44,2,Salaried,F,Chinese,10,0.2501,0.9492,1,0
TRN-00931,2022-2023 (Training),41,55987,112154,84,173,2,Salaried,M,Chinese,2,0.2862,0.9769,1,0
TRN-00932,2022-2023 (Training),49,21569,29408,60,166,0,Unemployed,M,Indian,11,0.2727,0.6524,1,1
TRN-00933,2022-2023 (Training),32,23110,52940,36,196,2,Contract,M,Chinese,16,0.7636,0.7998,1,0
TRN-00934,2022-2023 (Training),25,9572,8657,84,205,2,Salaried,M,Malay,17,0.1292,0.9329,1,0
TRN-00935,2022-2023 (Training),36,86295,26230,84,81,3,Self-Employed,F,Chinese,5,0.0434,0.8644,1,0
TRN-00936,2022-2023 (Training),27,49470,89731,48,67,2,Salaried,M,Chinese,22,0.4535,0.8,1,0
TRN-00937,2022-2023 (Training),51,91923,143939,84,96,3,Salaried,M,Chinese,27,0.2237,0.8064,1,0
TRN-00938,2022-2023 (Training),59,24769,9329,24,166,1,Salaried,M,Chinese,18,0.1883,0.9318,1,1
TRN-00939,2022-2023 (Training),23,49743,40865,48,147,3,Salaried,M,Other,16,0.2054,0.9284,1,0
TRN-00940,2022-2023 (Training),36,55764,42869,48,76,1,Self-Employed,F,Chinese,10,0.1922,0.8844,1,0
TRN-00941,2022-2023 (Training),32,34993,125185,36,227,3,Salaried,M,Malay,6,1.1925,0.6594,1,0
TRN-00942,2022-2023 (Training),29,19301,88984,48,236,4,Contract,F,Indian,22,1.1526,0.5984,1,0
TRN-00943,2022-2023 (Training),47,139737,130172,12,195,1,Salaried,M,Chinese,24,0.9315,0.8138,1,0
TRN-00944,2022-2023 (Training),66,113501,106069,60,34,1,Salaried,M,Chinese,8,0.1869,0.8528,1,0
TRN-00945,2022-2023 (Training),65,38981,94711,60,135,2,Salaried,F,Indian,6,0.4859,0.7491,1,0
TRN-00946,2022-2023 (Training),26,66578,71252,84,51,1,Self-Employed,M,Chinese,23,0.1529,0.8041,1,0
TRN-00947,2022-2023 (Training),27,36648,84386,36,39,3,Self-Employed,M,Chinese,4,0.7675,0.5835,1,1
TRN-00948,2022-2023 (Training),47,26977,123728,60,120,4,Self-Employed,M,Chinese,5,0.9173,0.6812,1,1
TRN-00949,2022-2023 (Training),25,146731,137783,12,112,4,Salaried,M,Malay,6,0.939,0.7554,1,1
TRN-00950,2022-2023 (Training),40,18156,30801,36,110,2,Salaried,F,Chinese,15,0.5655,0.7582,1,0
TRN-00951,2022-2023 (Training),41,41303,95709,24,35,3,Salaried,F,Malay,6,1.1586,0.6257,1,1
TRN-00952,2022-2023 (Training),54,51564,58270,60,133,3,Salaried,M,Other,19,0.226,0.9772,1,1
TRN-00953,2022-2023 (Training),41,132024,60535,48,213,0,Self-Employed,F,Chinese,25,0.1146,0.7544,1,0
TRN-00954,2022-2023 (Training),33,83948,21220,12,69,1,Salaried,F,Chinese,20,0.2528,0.8509,1,1
TRN-00955,2022-2023 (Training),22,17973,18392,12,233,2,Salaried,F,Chinese,8,1.0233,0.6785,1,0
TRN-00956,2022-2023 (Training),47,48939,138318,60,227,4,Salaried,M,Chinese,13,0.5653,0.5945,1,0
TRN-00957,2022-2023 (Training),35,49644,25010,84,72,0,Salaried,M,Chinese,4,0.072,0.9727,1,0
TRN-00958,2022-2023 (Training),59,42744,131951,24,15,3,Self-Employed,M,Chinese,22,1.5435,0.7583,1,0
TRN-00959,2022-2023 (Training),58,71103,73358,48,230,1,Contract,M,Indian,17,0.2579,0.7516,1,0
TRN-00960,2022-2023 (Training),32,21047,101190,24,173,4,Self-Employed,M,Chinese,14,2.4039,0.4462,0,0
TRN-00961,2022-2023 (Training),57,38361,120795,24,186,0,Self-Employed,M,Indian,18,1.5745,0.6734,1,0
TRN-00962,2022-2023 (Training),34,65335,127790,60,37,3,Salaried,M,Chinese,15,0.3912,0.7193,1,0
TRN-00963,2022-2023 (Training),64,73699,130223,48,224,4,Self-Employed,M,Indian,22,0.4417,0.4405,0,0
TRN-00964,2022-2023 (Training),24,53618,80205,60,17,4,Salaried,M,Chinese,19,0.2992,0.758,1,0
TRN-00965,2022-2023 (Training),54,41231,6082,60,11,3,Self-Employed,M,Malay,11,0.0295,0.7667,1,0
TRN-00966,2022-2023 (Training),27,45616,147220,84,53,3,Self-Employed,M,Chinese,7,0.4611,0.6396,1,1
