application_id,period,age,income_sgd,loan_amount_sgd,loan_tenure_months,credit_history_months,num_existing_loans,employment_status,gender,ethnicity,postal_district,debt_to_income,model_score,approved,actual_default
LIV-00568,2025-2026 (Live),27,26949,117059,60,2,3,Contract,F,Chinese,22,0.8687,0.3208,0,0
LIV-00569,2025-2026 (Live),60,14040,170476,36,114,3,Contract,M,Chinese,3,4.0474,0.3274,0,1
LIV-00570,2025-2026 (Live),45,37710,113280,48,72,1,Salaried,M,Chinese,16,0.751,0.6396,1,0
LIV-00571,2025-2026 (Live),45,57648,117623,36,82,5,Salaried,F,Malay,26,0.6801,0.6145,1,0
LIV-00572,2025-2026 (Live),59,54284,79649,36,146,0,Salaried,F,Chinese,25,0.4891,0.7579,1,1
LIV-00573,2025-2026 (Live),65,13355,66302,60,126,0,Self-Employed,M,Chinese,15,0.9929,0.4647,1,0
LIV-00574,2025-2026 (Live),28,63083,66382,48,113,4,Contract,M,Chinese,11,0.2631,0.6385,1,0
LIV-00575,2025-2026 (Live),31,97510,81091,24,83,4,Salaried,M,Chinese,6,0.4158,0.474,1,0
LIV-00576,2025-2026 (Live),51,33026,57242,36,74,4,Salaried,M,Chinese,2,0.5777,0.4622,1,1
LIV-00577,2025-2026 (Live),60,117521,59916,84,215,4,Salaried,M,Chinese,23,0.0728,0.8856,1,1
LIV-00578,2025-2026 (Live),45,31443,63030,36,21,0,Salaried,M,Chinese,7,0.6682,0.7017,1,1
LIV-00579,2025-2026 (Live),48,15420,161503,48,0,1,Salaried,F,Chinese,16,2.6184,0.7298,1,1
LIV-00580,2025-2026 (Live),51,38280,142884,48,52,4,Salaried,M,Chinese,1,0.9332,0.5413,1,0
LIV-00581,2025-2026 (Live),36,34695,115736,48,171,0,Self-Employed,M,Malay,13,0.834,0.6317,1,0
LIV-00582,2025-2026 (Live),23,83847,16376,12,234,1,Salaried,M,Malay,4,0.1953,0.7269,1,0
LIV-00583,2025-2026 (Live),29,22066,65359,36,9,1,Salaried,F,Indian,1,0.9873,0.6456,1,0
LIV-00584,2025-2026 (Live),38,54570,142224,84,202,4,Salaried,M,Other,22,0.3723,0.4911,1,1
LIV-00585,2025-2026 (Live),34,13781,44442,12,7,0,Salaried,F,Chinese,5,3.2249,0.5037,1,0
LIV-00586,2025-2026 (Live),39,29569,161225,60,144,2,Salaried,M,Chinese,16,1.0905,0.6578,1,0
LIV-00587,2025-2026 (Live),42,32961,96756,60,197,0,Salaried,F,Chinese,19,0.5871,0.7413,1,0
LIV-00588,2025-2026 (Live),57,30384,30592,60,134,1,Contract,F,Indian,12,0.2014,0.8735,1,0
LIV-00589,2025-2026 (Live),33,15257,86962,36,124,3,Contract,F,Chinese,9,1.8999,0.5851,1,0
LIV-00590,2025-2026 (Live),64,29609,45148,48,62,4,Salaried,F,Chinese,25,0.3812,0.6604,1,0
LIV-00591,2025-2026 (Live),23,43022,114641,60,94,1,Salaried,F,Other,6,0.5329,0.7237,1,0
LIV-00592,2025-2026 (Live),41,84220,66783,84,164,2,Self-Employed,M,Chinese,22,0.1133,0.7507,1,1
LIV-00593,2025-2026 (Live),44,25651,53028,24,67,2,Salaried,F,Chinese,9,1.0336,0.7456,1,1
LIV-00594,2025-2026 (Live),42,21748,140970,24,63,2,Salaried,M,Chinese,2,3.241,0.65,1,1
LIV-00595,2025-2026 (Live),52,183792,60896,84,6,2,Salaried,F,Chinese,1,0.0473,0.7216,1,0
LIV-00596,2025-2026 (Live),37,10578,138426,60,143,5,Salaried,F,Chinese,10,2.6172,0.566,1,1
LIV-00597,2025-2026 (Live),34,25687,17685,36,216,0,Salaried,M,Chinese,3,0.2295,0.7734,1,0
LIV-00598,2025-2026 (Live),25,21222,91818,84,99,1,Salaried,M,Chinese,24,0.6181,0.7243,1,1
LIV-00599,2025-2026 (Live),23,14151,30794,36,226,2,Self-Employed,M,Chinese,18,0.7254,0.6368,1,0
LIV-00600,2025-2026 (Live),22,39740,138460,24,13,1,Salaried,M,Other,24,1.7421,0.6844,1,1
LIV-00601,2025-2026 (Live),47,85747,133587,60,163,1,Salaried,M,Chinese,12,0.3116,0.7441,1,1
LIV-00602,2025-2026 (Live),51,83011,136661,48,116,3,Self-Employed,M,Indian,15,0.4116,0.6054,1,1
LIV-00603,2025-2026 (Live),59,61212,21023,36,72,0,Self-Employed,M,Indian,14,0.1145,0.7302,1,0
LIV-00604,2025-2026 (Live),41,91457,161287,84,10,3,Salaried,M,Malay,10,0.2519,0.7182,1,0
LIV-00605,2025-2026 (Live),46,36127,88853,48,127,4,Salaried,M,Chinese,6,0.6149,0.6573,1,1
LIV-00606,2025-2026 (Live),40,42248,47202,48,128,4,Salaried,M,Chinese,20,0.2793,0.8947,1,0
LIV-00607,2025-2026 (Live),48,49397,146859,48,8,5,Salaried,F,Chinese,20,0.7433,0.5002,1,1
LIV-00608,2025-2026 (Live),31,96282,62748,36,24,4,Contract,M,Chinese,12,0.2172,0.7265,1,0
LIV-00609,2025-2026 (Live),62,32454,170963,48,103,3,Salaried,M,Chinese,23,1.317,0.7657,1,0
LIV-00610,2025-2026 (Live),38,91930,30008,36,14,1,Contract,F,Malay,23,0.1088,0.7369,1,0
LIV-00611,2025-2026 (Live),23,117747,134156,60,57,5,Salaried,F,Chinese,9,0.2279,0.8875,1,0
LIV-00612,2025-2026 (Live),38,51731,64119,36,23,4,Self-Employed,M,Malay,4,0.4132,0.5409,1,1
LIV-00613,2025-2026 (Live),28,71436,104050,36,71,5,Salaried,F,Chinese,27,0.4855,0.7055,1,1
LIV-00614,2025-2026 (Live),37,19595,9437,36,115,4,Self-Employed,F,Chinese,25,0.1605,0.5333,1,1
LIV-00615,2025-2026 (Live),48,61111,81565,84,92,3,Self-Employed,M,Chinese,4,0.1907,0.6183,1,1
LIV-00616,2025-2026 (Live),22,60964,101443,60,198,1,Salaried,M,Chinese,2,0.3328,0.7651,1,0
LIV-00617,2025-2026 (Live),43,49898,59477,60,126,4,Salaried,M,Chinese,7,0.2384,0.6826,1,0
LIV-00618,2025-2026 (Live),43,74395,97912,60,173,0,Contract,M,Chinese,25,0.2632,0.8947,1,1
LIV-00619,2025-2026 (Live),48,46973,103196,48,17,4,Contract,F,Chinese,11,0.5492,0.5474,1,0
LIV-00620,2025-2026 (Live),37,33996,157507,24,194,3,Salaried,F,Malay,16,2.3166,0.4459,0,0
LIV-00621,2025-2026 (Live),57,39114,99902,36,62,3,Salaried,F,Chinese,10,0.8514,0.4569,1,1
LIV-00622,2025-2026 (Live),37,39903,135894,48,110,0,Self-Employed,M,Chinese,15,0.8514,0.5636,1,0
LIV-00623,2025-2026 (Live),45,41933,171990,24,151,1,Unemployed,F,Chinese,2,2.0508,0.3884,0,1
LIV-00624,2025-2026 (Live),56,33232,163506,12,83,0,Self-Employed,M,Chinese,12,4.9201,0.4429,0,1
LIV-00625,2025-2026 (Live),54,32328,150788,24,158,5,Contract,F,Chinese,27,2.3322,0.4875,1,1
LIV-00626,2025-2026 (Live),38,63922,67327,24,217,4,Salaried,M,Chinese,22,0.5266,0.809,1,0
LIV-00627,2025-2026 (Live),26,43531,179334,24,165,3,Salaried,F,Other,22,2.0598,0.6172,1,0
LIV-00628,2025-2026 (Live),56,19852,12000,36,238,1,Salaried,M,Chinese,15,0.2015,0.7843,1,1
LIV-00629,2025-2026 (Live),40,60836,148185,48,237,4,Salaried,F,Chinese,11,0.609,0.6309,1,0
LIV-00630,2025-2026 (Live),64,23432,107258,36,42,0,Contract,M,Chinese,10,1.5258,0.6128,1,1
LIV-00631,2025-2026 (Live),55,143723,73620,60,7,5,Salaried,M,Chinese,3,0.1024,0.6123,1,0
LIV-00632,2025-2026 (Live),53,21881,16609,60,223,4,Self-Employed,F,Malay,8,0.1518,0.6281,1,0
LIV-00633,2025-2026 (Live),46,147592,151513,84,199,0,Contract,F,Chinese,21,0.1467,0.7283,1,1
LIV-00634,2025-2026 (Live),43,56763,150025,48,132,2,Salaried,F,Chinese,20,0.6608,0.7184,1,1
LIV-00635,2025-2026 (Live),60,32055,56659,60,79,2,Salaried,F,Chinese,20,0.3535,0.6881,1,0
LIV-00636,2025-2026 (Live),48,25358,134221,48,26,3,Salaried,F,Chinese,5,1.3233,0.5575,1,1
LIV-00637,2025-2026 (Live),54,61960,16564,24,125,1,Self-Employed,F,Chinese,27,0.1337,0.8332,1,0
LIV-00638,2025-2026 (Live),29,33282,58246,48,190,3,Contract,F,Chinese,26,0.4375,0.5568,1,0
LIV-00639,2025-2026 (Live),51,26218,97438,60,230,4,Unemployed,M,Chinese,11,0.7433,0.1985,0,1
LIV-00640,2025-2026 (Live),47,28108,66247,36,192,5,Contract,M,Chinese,12,0.7856,0.528,1,0
LIV-00641,2025-2026 (Live),36,41512,153465,60,62,2,Salaried,M,Chinese,20,0.7394,0.6976,1,0
LIV-00642,2025-2026 (Live),57,44253,12864,60,132,3,Salaried,F,Malay,11,0.0581,0.8442,1,0
LIV-00643,2025-2026 (Live),66,92657,61468,48,66,0,Salaried,F,Chinese,6,0.1658,0.7802,1,0
LIV-00644,2025-2026 (Live),33,36151,24007,60,236,1,Salaried,F,Indian,8,0.1328,0.7613,1,0
LIV-00645,2025-2026 (Live),62,61198,109202,24,51,2,Salaried,F,Chinese,13,0.8922,0.6295,1,0
LIV-00646,2025-2026 (Live),66,31907,165401,60,80,1,Salaried,M,Chinese,15,1.0368,0.781,1,0
LIV-00647,2025-2026 (Live),64,23256,51709,48,224,1,Contract,M,Chinese,2,0.5559,0.5801,1,0
LIV-00648,2025-2026 (Live),33,26551,83537,60,82,2,Salaried,M,Chinese,23,0.6293,0.5624,1,0
LIV-00649,2025-2026 (Live),25,5427,70717,48,131,0,Salaried,M,Malay,27,3.2576,0.7547,1,0
LIV-00650,2025-2026 (Live),24,42860,122369,36,76,5,Salaried,M,Chinese,6,0.9517,0.4676,1,0
LIV-00651,2025-2026 (Live),58,31889,78628,60,178,0,Contract,F,Chinese,20,0.4931,0.5909,1,0
LIV-00652,2025-2026 (Live),59,36401,149660,60,170,0,Salaried,M,Chinese,2,0.8223,0.5551,1,0
LIV-00653,2025-2026 (Live),53,29419,173043,36,182,1,Salaried,M,Chinese,15,1.9607,0.7164,1,0
LIV-00654,2025-2026 (Live),47,43448,155266,60,217,0,Self-Employed,F,Chinese,1,0.7147,0.5753,1,0
LIV-00655,2025-2026 (Live),25,102653,159127,24,40,4,Salaried,F,Indian,11,0.7751,0.6173,1,0
LIV-00656,2025-2026 (Live),22,64479,102984,24,158,5,Unemployed,M,Malay,8,0.7986,0.2004,0,1
LIV-00657,2025-2026 (Live),26,23892,169130,48,34,4,Salaried,M,Malay,24,1.7697,0.7291,1,1
LIV-00658,2025-2026 (Live),23,109852,171119,12,207,0,Contract,F,Chinese,9,1.5577,0.5814,1,0
LIV-00659,2025-2026 (Live),67,208408,15549,48,56,0,Unemployed,M,Chinese,15,0.0187,0.611,1,1
LIV-00660,2025-2026 (Live),32,41234,129659,60,151,2,Salaried,M,Malay,5,0.6289,0.6526,1,1
LIV-00661,2025-2026 (Live),30,39538,163469,60,52,2,Salaried,M,Chinese,9,0.8269,0.6305,1,0
LIV-00662,2025-2026 (Live),29,72347,24509,36,29,3,Salaried,M,Indian,4,0.1129,0.7873,1,0
LIV-00663,2025-2026 (Live),60,64695,168947,24,122,1,Salaried,F,Chinese,27,1.3057,0.8745,1,0
LIV-00664,2025-2026 (Live),36,32063,72042,48,208,1,Salaried,M,Chinese,10,0.5617,0.6857,1,1
LIV-00665,2025-2026 (Live),30,30345,89789,36,204,2,Contract,F,Chinese,4,0.9863,0.5546,1,0
LIV-00666,2025-2026 (Live),63,31646,129649,12,101,4,Salaried,M,Chinese,5,4.0969,0.6931,1,0
LIV-00667,2025-2026 (Live),51,95488,28074,24,134,3,Contract,M,Chinese,19,0.147,0.5577,1,1
LIV-00668,2025-2026 (Live),50,33611,60311,84,136,2,Self-Employed,F,Malay,21,0.2563,0.99,1,0
LIV-00669,2025-2026 (Live),46,42132,11597,60,148,5,Salaried,F,Chinese,13,0.0551,0.8348,1,1
LIV-00670,2025-2026 (Live),43,80362,60466,60,157,5,Self-Employed,F,Malay,21,0.1505,0.6075,1,1
LIV-00671,2025-2026 (Live),55,96071,10577,36,228,3,Contract,M,Chinese,11,0.0367,0.6607,1,1
LIV-00672,2025-2026 (Live),43,23416,121891,60,100,1,Salaried,F,Chinese,12,1.0411,0.708,1,0
LIV-00673,2025-2026 (Live),67,18938,118668,84,21,5,Salaried,M,Chinese,14,0.8952,0.4481,0,0
LIV-00674,2025-2026 (Live),51,52568,19090,48,174,1,Salaried,F,Chinese,13,0.0908,0.9744,1,0
LIV-00675,2025-2026 (Live),31,44954,109928,36,61,5,Salaried,F,Chinese,26,0.8151,0.6754,1,0
LIV-00676,2025-2026 (Live),26,69246,9610,60,30,1,Salaried,M,Chinese,4,0.0278,0.9136,1,0
LIV-00677,2025-2026 (Live),26,16600,116414,48,131,4,Self-Employed,M,Chinese,13,1.7532,0.4502,1,1
LIV-00678,2025-2026 (Live),23,33994,13296,48,9,2,Salaried,M,Chinese,27,0.0978,0.99,1,0
LIV-00679,2025-2026 (Live),51,48437,131097,48,29,5,Salaried,F,Chinese,5,0.6766,0.5302,1,0
LIV-00680,2025-2026 (Live),43,22359,160276,36,221,5,Salaried,M,Chinese,21,2.3894,0.5585,1,0
LIV-00681,2025-2026 (Live),34,58126,159488,12,232,5,Contract,F,Indian,9,2.7438,0.4102,0,1
LIV-00682,2025-2026 (Live),60,92396,149631,84,134,3,Salaried,M,Chinese,1,0.2314,0.7994,1,0
LIV-00683,2025-2026 (Live),46,22619,153210,48,142,2,Self-Employed,M,Malay,12,1.6934,0.5355,1,1
LIV-00684,2025-2026 (Live),48,70779,38286,36,146,1,Salaried,M,Chinese,23,0.1803,0.8956,1,1
LIV-00685,2025-2026 (Live),48,39197,126685,60,73,1,Contract,F,Indian,17,0.6464,0.7765,1,1
LIV-00686,2025-2026 (Live),42,28358,94166,48,166,2,Salaried,F,Chinese,27,0.8302,0.7749,1,1
LIV-00687,2025-2026 (Live),52,31351,55061,60,90,0,Contract,F,Chinese,1,0.3513,0.586,1,1
LIV-00688,2025-2026 (Live),36,76485,160464,60,2,0,Salaried,M,Malay,19,0.4196,0.5384,1,0
LIV-00689,2025-2026 (Live),59,32040,95937,36,98,2,Salaried,F,Chinese,5,0.9981,0.6411,1,1
LIV-00690,2025-2026 (Live),60,32865,148198,48,51,1,Self-Employed,M,Chinese,12,1.1273,0.6636,1,0
LIV-00691,2025-2026 (Live),57,81968,136503,48,123,5,Self-Employed,M,Chinese,25,0.4163,0.4093,0,0
LIV-00692,2025-2026 (Live),57,70798,164891,84,209,3,Salaried,F,Malay,25,0.3327,0.9356,1,1
LIV-00693,2025-2026 (Live),22,31299,111172,36,87,0,Contract,M,Chinese,12,1.184,0.6412,1,0
LIV-00694,2025-2026 (Live),32,140949,151025,36,12,5,Salaried,M,Chinese,11,0.3572,0.429,0,1
LIV-00695,2025-2026 (Live),26,74812,22698,84,43,5,Salaried,F,Chinese,16,0.0433,0.7467,1,1
LIV-00696,2025-2026 (Live),55,115022,93985,48,208,5,Salaried,F,Chinese,27,0.2043,0.5988,1,0
LIV-00697,2025-2026 (Live),58,133543,92829,48,16,2,Contract,F,Indian,17,0.1738,0.8083,1,0
LIV-00698,2025-2026 (Live),26,29147,177053,60,74,4,Salaried,M,Chinese,3,1.2149,0.548,1,0
LIV-00699,2025-2026 (Live),41,27136,43534,36,144,2,Self-Employed,F,Chinese,11,0.5348,0.4279,0,0
LIV-00700,2025-2026 (Live),66,12946,124296,60,51,1,Salaried,M,Chinese,17,1.9202,0.8058,1,0
LIV-00701,2025-2026 (Live),65,110113,49729,60,176,2,Salaried,F,Chinese,1,0.0903,0.99,1,0
LIV-00702,2025-2026 (Live),63,14512,8227,48,82,0,Salaried,M,Chinese,15,0.1417,0.8502,1,0
LIV-00703,2025-2026 (Live),34,50446,18586,36,70,0,Salaried,M,Chinese,9,0.1228,0.8225,1,1
LIV-00704,2025-2026 (Live),30,20005,41575,60,146,5,Unemployed,M,Chinese,18,0.4156,0.2682,0,1
LIV-00705,2025-2026 (Live),26,39116,123235,36,123,2,Self-Employed,M,Chinese,1,1.0502,0.5557,1,1
LIV-00706,2025-2026 (Live),59,41767,20263,60,33,5,Unemployed,F,Malay,6,0.097,0.429,0,0
LIV-00707,2025-2026 (Live),53,135658,73478,48,220,3,Salaried,F,Chinese,2,0.1354,0.9193,1,1
LIV-00708,2025-2026 (Live),51,64092,13516,12,157,2,Contract,F,Malay,5,0.2109,0.8354,1,1
LIV-00709,2025-2026 (Live),49,284558,50852,48,105,3,Self-Employed,M,Chinese,3,0.0447,0.6833,1,0
LIV-00710,2025-2026 (Live),58,48245,57875,36,28,0,Salaried,F,Chinese,26,0.3999,0.7497,1,1
LIV-00711,2025-2026 (Live),49,51297,89557,48,229,4,Contract,M,Chinese,5,0.4365,0.57,1,0
LIV-00712,2025-2026 (Live),64,20790,67665,60,175,3,Self-Employed,M,Chinese,8,0.6509,0.5206,1,1
LIV-00713,2025-2026 (Live),27,27196,34826,36,135,2,Self-Employed,M,Chinese,6,0.4269,0.4939,1,0
LIV-00714,2025-2026 (Live),62,16549,175875,36,67,1,Salaried,M,Malay,11,3.5425,0.7132,1,0
LIV-00715,2025-2026 (Live),65,40893,54914,48,91,1,Self-Employed,M,Indian,11,0.3357,0.8328,1,0
LIV-00716,2025-2026 (Live),50,25346,79987,48,51,2,Salaried,F,Chinese,11,0.789,0.6294,1,0
LIV-00717,2025-2026 (Live),25,32508,34318,48,74,0,Salaried,F,Malay,8,0.2639,0.93,1,0
LIV-00718,2025-2026 (Live),39,18313,151984,60,81,0,Contract,M,Chinese,6,1.6598,0.6505,1,0
LIV-00719,2025-2026 (Live),36,25301,73674,36,84,0,Salaried,M,Chinese,16,0.9706,0.7404,1,0
LIV-00720,2025-2026 (Live),46,42862,130164,36,110,2,Contract,M,Indian,20,1.0123,0.6079,1,0
LIV-00721,2025-2026 (Live),25,11600,100491,12,57,1,Salaried,M,Chinese,20,8.663,0.5926,1,1
LIV-00722,2025-2026 (Live),35,137512,70631,36,239,4,Salaried,F,Malay,26,0.1712,0.8044,1,0
LIV-00723,2025-2026 (Live),38,102068,117090,36,60,1,Contract,M,Malay,26,0.3824,0.6719,1,0
LIV-00724,2025-2026 (Live),55,190945,66410,48,167,0,Self-Employed,M,Chinese,3,0.0869,0.9436,1,0
LIV-00725,2025-2026 (Live),40,22260,84664,36,95,2,Salaried,F,Malay,8,1.2678,0.5584,1,0
LIV-00726,2025-2026 (Live),50,30541,115176,60,16,2,Salaried,F,Chinese,13,0.7542,0.7031,1,1
LIV-00727,2025-2026 (Live),43,161717,84607,60,225,4,Salaried,F,Chinese,10,0.1046,0.8485,1,0
LIV-00728,2025-2026 (Live),35,133017,12366,60,80,1,Salaried,M,Chinese,25,0.0186,0.9134,1,1
LIV-00729,2025-2026 (Live),57,31160,25449,60,14,0,Contract,M,Chinese,8,0.1633,0.7081,1,1
LIV-00730,2025-2026 (Live),23,19778,135674,84,211,4,Salaried,M,Chinese,25,0.98,0.6556,1,0
LIV-00731,2025-2026 (Live),66,141344,34196,36,102,0,Contract,F,Chinese,10,0.0806,0.6812,1,0
LIV-00732,2025-2026 (Live),28,26549,97603,84,138,1,Self-Employed,M,Chinese,13,0.5252,0.4509,1,1
LIV-00733,2025-2026 (Live),49,64311,54406,60,82,4,Unemployed,M,Chinese,25,0.1692,0.5944,1,0
LIV-00734,2025-2026 (Live),29,62428,29416,36,95,0,Salaried,F,Chinese,3,0.1571,0.7709,1,0
LIV-00735,2025-2026 (Live),50,34309,161861,60,215,3,Salaried,M,Chinese,27,0.9435,0.7019,1,1
LIV-00736,2025-2026 (Live),31,18422,165606,60,69,2,Self-Employed,M,Chinese,4,1.7979,0.5905,1,0
LIV-00737,2025-2026 (Live),42,85324,161296,12,81,1,Contract,F,Chinese,16,1.8904,0.7265,1,0
LIV-00738,2025-2026 (Live),56,17677,109630,60,232,2,Salaried,M,Chinese,3,1.2404,0.6491,1,1
LIV-00739,2025-2026 (Live),25,15906,137217,48,120,0,Contract,F,Chinese,21,2.1567,0.5725,1,0
LIV-00740,2025-2026 (Live),42,43545,147121,60,175,4,Salaried,F,Indian,9,0.6757,0.6561,1,0
LIV-00741,2025-2026 (Live),59,17388,73012,24,12,0,Salaried,F,Chinese,19,2.0995,0.8072,1,1
LIV-00742,2025-2026 (Live),46,53476,31654,36,118,5,Salaried,F,Chinese,12,0.1973,0.8921,1,0
LIV-00743,2025-2026 (Live),41,112704,92822,84,153,3,Salaried,M,Chinese,6,0.1177,0.7305,1,0
LIV-00744,2025-2026 (Live),28,83320,40818,48,7,3,Contract,M,Chinese,4,0.1225,0.7711,1,0
LIV-00745,2025-2026 (Live),28,128337,97325,60,25,1,Salaried,M,Other,14,0.1517,0.7488,1,0
LIV-00746,2025-2026 (Live),53,70751,32615,60,112,2,Self-Employed,M,Chinese,1,0.0922,0.749,1,0
LIV-00747,2025-2026 (Live),53,34587,30406,60,141,5,Salaried,F,Indian,8,0.1758,0.8899,1,1
LIV-00748,2025-2026 (Live),43,17806,131648,60,168,0,Contract,M,Chinese,19,1.4787,0.6666,1,0
LIV-00749,2025-2026 (Live),46,19830,60120,84,133,5,Contract,M,Chinese,16,0.4331,0.6906,1,0
LIV-00750,2025-2026 (Live),27,66748,14366,48,143,3,Self-Employed,F,Chinese,8,0.0538,0.6613,1,0
LIV-00751,2025-2026 (Live),48,68217,49477,48,226,4,Contract,F,Other,5,0.1813,0.8097,1,0
LIV-00752,2025-2026 (Live),39,26677,81691,84,33,0,Self-Employed,F,Chinese,8,0.4375,0.475,1,0
LIV-00753,2025-2026 (Live),33,37181,86430,36,39,1,Salaried,M,Indian,17,0.7749,0.5871,1,0
LIV-00754,2025-2026 (Live),49,65249,64725,48,218,4,Salaried,F,Chinese,6,0.248,0.7431,1,0
LIV-00755,2025-2026 (Live),40,31503,104401,60,227,2,Self-Employed,F,Indian,3,0.6628,0.4689,1,1
LIV-00756,2025-2026 (Live),64,135937,149193,84,139,1,Salaried,M,Chinese,21,0.1568,0.7729,1,0
LIV-00757,2025-2026 (Live),38,51276,94244,84,128,2,Salaried,M,Chinese,20,0.2626,0.8325,1,0
LIV-00758,2025-2026 (Live),56,68405,70182,48,28,2,Salaried,M,Chinese,11,0.2565,0.8816,1,0
LIV-00759,2025-2026 (Live),36,40061,111984,60,208,3,Self-Employed,F,Indian,13,0.5591,0.4962,1,0
LIV-00760,2025-2026 (Live),26,55455,168197,48,81,5,Salaried,M,Chinese,25,0.7583,0.6562,1,0
LIV-00761,2025-2026 (Live),57,15796,115770,36,176,2,Unemployed,F,Chinese,19,2.443,0.3563,0,1
LIV-00762,2025-2026 (Live),54,41246,28873,12,143,4,Salaried,M,Chinese,23,0.7,0.4822,1,0
LIV-00763,2025-2026 (Live),42,25612,31846,36,98,4,Salaried,M,Chinese,20,0.4145,0.5744,1,0
LIV-00764,2025-2026 (Live),56,215964,50284,84,136,4,Salaried,M,Chinese,3,0.0333,0.8485,1,0
LIV-00765,2025-2026 (Live),63,46971,37723,60,186,5,Self-Employed,M,Chinese,26,0.1606,0.7092,1,0
LIV-00766,2025-2026 (Live),48,37418,24984,48,107,0,Salaried,M,Chinese,19,0.1669,0.7503,1,0
LIV-00767,2025-2026 (Live),66,54496,42564,36,38,5,Self-Employed,F,Indian,20,0.2603,0.5901,1,0
LIV-00768,2025-2026 (Live),51,52016,147576,24,165,3,Salaried,M,Malay,7,1.4186,0.5697,1,0
LIV-00769,2025-2026 (Live),60,42245,86876,12,234,5,Contract,F,Chinese,11,2.0565,0.6152,1,1
LIV-00770,2025-2026 (Live),67,65223,105590,60,5,3,Contract,M,Indian,9,0.3238,0.5761,1,0
LIV-00771,2025-2026 (Live),51,61543,71544,84,89,4,Salaried,F,Malay,15,0.1661,0.8375,1,0
LIV-00772,2025-2026 (Live),66,44511,154841,36,80,0,Self-Employed,F,Chinese,12,1.1596,0.673,1,0
LIV-00773,2025-2026 (Live),42,113054,114990,36,87,5,Salaried,M,Chinese,12,0.339,0.8408,1,0
LIV-00774,2025-2026 (Live),47,15003,70596,84,73,2,Salaried,F,Indian,6,0.6722,0.7268,1,0
LIV-00775,2025-2026 (Live),45,31989,126663,48,223,2,Salaried,F,Chinese,17,0.9899,0.5238,1,1
LIV-00776,2025-2026 (Live),43,32622,108498,36,58,2,Salaried,M,Chinese,24,1.1086,0.5957,1,0
LIV-00777,2025-2026 (Live),58,41429,61147,12,2,3,Contract,F,Chinese,18,1.4759,0.461,1,1
LIV-00778,2025-2026 (Live),64,35063,173571,48,146,2,Contract,F,Malay,27,1.2376,0.5557,1,1
LIV-00779,2025-2026 (Live),47,29716,118129,48,226,0,Salaried,M,Chinese,9,0.9938,0.6793,1,0
LIV-00780,2025-2026 (Live),43,94450,125589,48,154,0,Salaried,M,Indian,11,0.3324,0.9833,1,0
LIV-00781,2025-2026 (Live),67,22113,45195,84,24,5,Salaried,F,Chinese,19,0.292,0.6933,1,1
LIV-00782,2025-2026 (Live),54,57274,29952,36,212,5,Salaried,M,Chinese,10,0.1743,0.8134,1,1
LIV-00783,2025-2026 (Live),45,30051,123463,48,193,2,Self-Employed,M,Chinese,11,1.0271,0.709,1,1
LIV-00784,2025-2026 (Live),26,54023,24825,36,83,3,Contract,M,Chinese,23,0.1532,0.5367,1,0
LIV-00785,2025-2026 (Live),45,99136,43816,36,150,1,Contract,M,Other,6,0.1473,0.7398,1,0
LIV-00786,2025-2026 (Live),56,5345,8410,60,123,4,Salaried,M,Chinese,9,0.3147,0.7159,1,0
LIV-00787,2025-2026 (Live),43,24615,67604,36,62,2,Self-Employed,M,Chinese,16,0.9155,0.628,1,0
LIV-00788,2025-2026 (Live),54,24673,16300,48,185,2,Salaried,M,Other,27,0.1652,0.8434,1,0
LIV-00789,2025-2026 (Live),38,38039,146741,24,224,5,Salaried,M,Chinese,3,1.9288,0.6395,1,1
LIV-00790,2025-2026 (Live),33,76522,135661,36,49,4,Salaried,M,Chinese,16,0.5909,0.4872,1,0
LIV-00791,2025-2026 (Live),51,139695,144940,12,135,1,Salaried,F,Malay,18,1.0375,0.6483,1,1
LIV-00792,2025-2026 (Live),47,75719,158392,48,119,5,Contract,M,Chinese,19,0.523,0.5058,1,1
LIV-00793,2025-2026 (Live),34,38453,147150,84,178,2,Salaried,F,Chinese,16,0.5467,0.6675,1,0
LIV-00794,2025-2026 (Live),27,30185,128514,48,100,2,Contract,F,Chinese,4,1.0644,0.6253,1,1
LIV-00795,2025-2026 (Live),24,113050,84187,84,41,1,Salaried,M,Chinese,5,0.1064,0.7896,1,0
LIV-00796,2025-2026 (Live),32,16038,140798,48,221,4,Salaried,F,Chinese,22,2.1948,0.5961,1,0
LIV-00797,2025-2026 (Live),64,54548,27549,60,62,0,Contract,M,Chinese,23,0.101,0.8241,1,0
LIV-00798,2025-2026 (Live),31,91919,139555,84,158,2,Salaried,F,Chinese,10,0.2169,0.6582,1,0
LIV-00799,2025-2026 (Live),32,34736,129602,24,104,2,Unemployed,M,Other,19,1.8655,0.3697,0,1
LIV-00800,2025-2026 (Live),37,51780,58491,48,58,5,Self-Employed,M,Malay,25,0.2824,0.6769,1,0
LIV-00801,2025-2026 (Live),41,17638,30585,48,209,3,Salaried,F,Chinese,19,0.4335,0.8134,1,1
LIV-00802,2025-2026 (Live),63,58246,139678,12,94,1,Contract,M,Chinese,3,2.3981,0.6481,1,0
LIV-00803,2025-2026 (Live),65,43997,178770,36,89,2,Unemployed,M,Chinese,8,1.3544,0.3533,0,0
